clinic,date,type,wait_established,wait_new
JM,9/22/2025,OB/GYN,2.5,29.4
JM,9/22/2025,OCCUPATIONAL THERAPY,15,43.2
JM,9/22/2025,ONCOLOGY,1.3,24.1
JM,9/22/2025,OPHTHALMOLOGY,25.9,105.1
JM,9/22/2025,OPTOMETRY,16.3,88.1
JM,9/22/2025,ORTHOPEDICS,8.7,32.6
JM,9/22/2025,PAIN MEDICINE,31.5,95.8
JM,9/22/2025,PHYSICAL THERAPY,30.8,76.1
JM,9/22/2025,PODIATRY,48.5,138.3
JM,9/22/2025,PRIMARY CARE,5.9,16.3
JM,9/22/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,7.8,17.4
JM,9/22/2025,PTSD SPECIFIC GROUP PROGRAMS,9.9,NA
JM,9/22/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,11.9,121
JM,9/22/2025,PULMONOLOGY,31.1,67.6
JM,9/22/2025,SLEEP MEDICINE,10,43.3
JM,9/22/2025,SUBSTANCE USE DISORDER GROUP,1.9,NA
JM,9/22/2025,SUBSTANCE USE DISORDER INDIVIDUAL,9.7,11.5
JM,9/22/2025,UROLOGY,14.8,59.7
SF,9/23/2025,AUDIOLOGY,4.4,22.6
SF,9/23/2025,CARDIOLOGY,14.1,30
SF,9/23/2025,DENTAL,11.2,74.1
SF,9/23/2025,DERMATOLOGY,7.9,40.9
SF,9/23/2025,ENDOCRINOLOGY,11.9,46.1
SF,9/23/2025,GASTROENTEROLOGY,7.4,33.1
SF,9/23/2025,MENTAL HEALTH GROUP,4,13
SF,9/23/2025,MENTAL HEALTH INDIVIDUAL,6.8,50.7
SF,9/23/2025,NEUROLOGY,10,32.1
SF,9/23/2025,OB/GYN,22.3,29.6
SF,9/23/2025,OCCUPATIONAL THERAPY,4.5,12.8
SF,9/23/2025,ONCOLOGY,1.9,25.9
SF,9/23/2025,OPHTHALMOLOGY,11.9,56.4
SF,9/23/2025,OPTOMETRY,15.6,38
SF,9/23/2025,ORTHOPEDICS,17.8,35.7
SF,9/23/2025,PAIN MEDICINE,12.3,25
SF,9/23/2025,PHYSICAL THERAPY,9.6,44.4
SF,9/23/2025,PODIATRY,7.2,51.5
SF,9/23/2025,PRIMARY CARE,8.1,19
SF,9/23/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,2.1,6.5
SF,9/23/2025,PTSD SPECIFIC GROUP PROGRAMS,2.3,NA
SF,9/23/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,11.5,NA
SF,9/23/2025,PULMONOLOGY,38.8,40.1
SF,9/23/2025,SLEEP MEDICINE,29.5,38.5
SF,9/23/2025,SUBSTANCE USE DISORDER GROUP,0.2,NA
SF,9/23/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.4,38.4
SF,9/23/2025,UROLOGY,8.4,21
SF,9/23/2025,WOMEN'S HEALTH,2.3,7.2
WLA,9/23/2025,AUDIOLOGY,18.3,45.5
WLA,9/23/2025,CARDIOLOGY,14.6,25.2
WLA,9/23/2025,DENTAL,2.4,17
WLA,9/23/2025,DERMATOLOGY,14.2,39.2
WLA,9/23/2025,ENDOCRINOLOGY,16.6,42.6
WLA,9/23/2025,GASTROENTEROLOGY,18.5,55.5
WLA,9/23/2025,MENTAL HEALTH GROUP,9.1,43.5
WLA,9/23/2025,MENTAL HEALTH INDIVIDUAL,12.9,66
WLA,9/23/2025,NEUROLOGY,25.6,84.1
WLA,9/23/2025,OB/GYN,21.5,55.2
WLA,9/23/2025,OCCUPATIONAL THERAPY,15.9,22
WLA,9/23/2025,ONCOLOGY,8.2,18.3
WLA,9/23/2025,OPHTHALMOLOGY,11.8,44.6
WLA,9/23/2025,OPTOMETRY,29.8,47.8
WLA,9/23/2025,ORTHOPEDICS,6.8,71.7
WLA,9/23/2025,PAIN MEDICINE,16.2,59.9
WLA,9/23/2025,PHYSICAL THERAPY,14,38.7
WLA,9/23/2025,PODIATRY,6.1,36.3
WLA,9/23/2025,PRIMARY CARE,7.3,25.4
WLA,9/23/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,11.7,102.1
WLA,9/23/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,5.3,0
WLA,9/23/2025,PULMONOLOGY,15.8,52.2
WLA,9/23/2025,SLEEP MEDICINE,51.1,93.7
WLA,9/23/2025,SUBSTANCE USE DISORDER GROUP,0.1,NA
WLA,9/23/2025,SUBSTANCE USE DISORDER INDIVIDUAL,35.5,63
WLA,9/23/2025,UROLOGY,9.2,45.2
WLA,9/23/2025,WOMEN'S HEALTH,9.8,37.2
JLP,9/23/2025,AUDIOLOGY,8.8,23.4
JLP,9/23/2025,CARDIOLOGY,12,36.7
JLP,9/23/2025,DERMATOLOGY,12,23.1
JLP,9/23/2025,GASTROENTEROLOGY,2.5,17
JLP,9/23/2025,MENTAL HEALTH GROUP,1.9,NA
JLP,9/23/2025,MENTAL HEALTH INDIVIDUAL,15,1.1
JLP,9/23/2025,NEUROLOGY,19.3,61.3
JLP,9/23/2025,ONCOLOGY,5.2,21.5
JLP,9/23/2025,OPHTHALMOLOGY,19.5,78.1
JLP,9/23/2025,OPTOMETRY,66.3,160.4
JLP,9/23/2025,ORTHOPEDICS,15.1,47.9
JLP,9/23/2025,PAIN MEDICINE,20.7,36.1
JLP,9/23/2025,PODIATRY,16.4,64
JLP,9/23/2025,PRIMARY CARE,13.7,14
JLP,9/23/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,5.2,19.2
JLP,9/23/2025,PULMONOLOGY,13.9,31.5
JLP,9/23/2025,SLEEP MEDICINE,70.2,384
JLP,9/23/2025,SUBSTANCE USE DISORDER GROUP,0.1,NA
JLP,9/23/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.8,5.5
JLP,9/23/2025,UROLOGY,10,44.9
TR,9/23/2025,AUDIOLOGY,4.1,10.9
TR,9/23/2025,CARDIOLOGY,12.9,14.7
TR,9/23/2025,DENTAL,18.3,37.8
TR,9/23/2025,DERMATOLOGY,5,35.8
TR,9/23/2025,ENDOCRINOLOGY,9.6,42
TR,9/23/2025,GASTROENTEROLOGY,19,67
TR,9/23/2025,MENTAL HEALTH GROUP,3.5,72.9
TR,9/23/2025,MENTAL HEALTH INDIVIDUAL,9,32.4
TR,9/23/2025,NEUROLOGY,16.8,83.8
TR,9/23/2025,OB/GYN,4.9,28.7
TR,9/23/2025,OCCUPATIONAL THERAPY,16.1,43.8
TR,9/23/2025,ONCOLOGY,9.6,28.2
TR,9/23/2025,OPHTHALMOLOGY,5.5,14.6
TR,9/23/2025,OPTOMETRY,3.4,40
TR,9/23/2025,ORTHOPEDICS,2.6,14.4
TR,9/23/2025,PAIN MEDICINE,11.2,36.4
TR,9/23/2025,PHYSICAL THERAPY,14.5,50.1
TR,9/23/2025,PODIATRY,6.1,23.2
TR,9/23/2025,PRIMARY CARE,7.3,32.8
TR,9/23/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,12.4,53.4
TR,9/23/2025,PTSD SPECIFIC GROUP PROGRAMS,3.9,NA
TR,9/23/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,14.7,28.3
TR,9/23/2025,PULMONOLOGY,14.7,27.6
TR,9/23/2025,SLEEP MEDICINE,30.1,95.7
TR,9/23/2025,SUBSTANCE USE DISORDER GROUP,0.7,10
TR,9/23/2025,SUBSTANCE USE DISORDER INDIVIDUAL,8.3,26.8
TR,9/23/2025,UROLOGY,11.6,58.9
TR,9/23/2025,WOMEN'S HEALTH,2.3,26.3
JM,9/23/2025,AUDIOLOGY,23.3,35.6
JM,9/23/2025,CARDIOLOGY,9.7,41.4
JM,9/23/2025,DENTAL,11,87.6
JM,9/23/2025,DERMATOLOGY,11.8,45.9
JM,9/23/2025,ENDOCRINOLOGY,20.5,60
JM,9/23/2025,GASTROENTEROLOGY,13.7,42.1
JM,9/23/2025,MENTAL HEALTH GROUP,13.5,68
JM,9/23/2025,MENTAL HEALTH INDIVIDUAL,14.7,29.8
JM,9/23/2025,NEUROLOGY,19.9,122.4
JM,9/23/2025,OB/GYN,2.5,27.8
JM,9/23/2025,OCCUPATIONAL THERAPY,14.8,43
JM,9/23/2025,ONCOLOGY,1.3,23.5
JM,9/23/2025,OPHTHALMOLOGY,25.8,104.1
JM,9/23/2025,OPTOMETRY,16.5,88.5
JM,9/23/2025,ORTHOPEDICS,9.1,32.5
JM,9/23/2025,PAIN MEDICINE,31.9,97
JM,9/23/2025,PHYSICAL THERAPY,31.1,76.4
JM,9/23/2025,PODIATRY,49.8,138.6
JM,9/23/2025,PRIMARY CARE,6,16.1
JM,9/23/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,7.7,18.8
JM,9/23/2025,PTSD SPECIFIC GROUP PROGRAMS,10.3,NA
JM,9/23/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,12,121
JM,9/23/2025,PULMONOLOGY,30.9,63.6
JM,9/23/2025,SLEEP MEDICINE,9.9,42.4
JM,9/23/2025,SUBSTANCE USE DISORDER GROUP,1,NA
JM,9/23/2025,SUBSTANCE USE DISORDER INDIVIDUAL,9.5,11.5
JM,9/23/2025,UROLOGY,14.4,60.6
SF,9/25/2025,AUDIOLOGY,3.9,22.9
SF,9/25/2025,CARDIOLOGY,14.5,30.3
SF,9/25/2025,DENTAL,11.3,76.5
SF,9/25/2025,DERMATOLOGY,8.4,41.1
SF,9/25/2025,ENDOCRINOLOGY,11.9,50.7
SF,9/25/2025,GASTROENTEROLOGY,7.5,32.3
SF,9/25/2025,MENTAL HEALTH GROUP,4.2,13
SF,9/25/2025,MENTAL HEALTH INDIVIDUAL,6.7,50.6
SF,9/25/2025,NEUROLOGY,9.8,33.1
SF,9/25/2025,OB/GYN,22.3,24
SF,9/25/2025,OCCUPATIONAL THERAPY,4.2,12.3
SF,9/25/2025,ONCOLOGY,2,25.3
SF,9/25/2025,OPHTHALMOLOGY,11.9,50.8
SF,9/25/2025,OPTOMETRY,15.5,38.7
SF,9/25/2025,ORTHOPEDICS,17.3,35.5
SF,9/25/2025,PAIN MEDICINE,11.9,24.3
SF,9/25/2025,PHYSICAL THERAPY,9.9,41.8
SF,9/25/2025,PODIATRY,7.3,48.5
SF,9/25/2025,PRIMARY CARE,8.1,18.9
SF,9/25/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,2.2,6.2
SF,9/25/2025,PTSD SPECIFIC GROUP PROGRAMS,4.3,NA
SF,9/25/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,11.1,NA
SF,9/25/2025,PULMONOLOGY,38.2,39.3
SF,9/25/2025,SLEEP MEDICINE,29.2,38.2
SF,9/25/2025,SUBSTANCE USE DISORDER GROUP,0.2,NA
SF,9/25/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.6,37
SF,9/25/2025,UROLOGY,8.1,19.9
SF,9/25/2025,WOMEN'S HEALTH,2.1,7.8
WLA,9/25/2025,AUDIOLOGY,20.1,45.8
WLA,9/25/2025,CARDIOLOGY,15.2,25.9
WLA,9/25/2025,DENTAL,2.1,16
WLA,9/25/2025,DERMATOLOGY,14.6,39.8
WLA,9/25/2025,ENDOCRINOLOGY,17.5,42.8
WLA,9/25/2025,GASTROENTEROLOGY,17.8,57
WLA,9/25/2025,MENTAL HEALTH GROUP,8.5,39.2
WLA,9/25/2025,MENTAL HEALTH INDIVIDUAL,12.8,67.9
WLA,9/25/2025,NEUROLOGY,26.4,82.7
WLA,9/25/2025,OB/GYN,22.4,58.6
WLA,9/25/2025,OCCUPATIONAL THERAPY,15.5,19
WLA,9/25/2025,ONCOLOGY,7.8,18.3
WLA,9/25/2025,OPHTHALMOLOGY,12.4,46.9
WLA,9/25/2025,OPTOMETRY,28.9,44
WLA,9/25/2025,ORTHOPEDICS,6.5,74.3
WLA,9/25/2025,PAIN MEDICINE,17.5,60
WLA,9/25/2025,PHYSICAL THERAPY,13.3,36.3
WLA,9/25/2025,PODIATRY,5.9,34.9
WLA,9/25/2025,PRIMARY CARE,7.4,26.2
WLA,9/25/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,11.1,104.7
WLA,9/25/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,6.2,0
WLA,9/25/2025,PULMONOLOGY,16.6,53.2
WLA,9/25/2025,SLEEP MEDICINE,52,91.7
WLA,9/25/2025,SUBSTANCE USE DISORDER GROUP,0.2,NA
WLA,9/25/2025,SUBSTANCE USE DISORDER INDIVIDUAL,35.6,63
WLA,9/25/2025,UROLOGY,9.5,43.1
WLA,9/25/2025,WOMEN'S HEALTH,9.7,39.2
JLP,9/25/2025,AUDIOLOGY,8.9,23.5
JLP,9/25/2025,CARDIOLOGY,11.3,41.8
JLP,9/25/2025,DERMATOLOGY,11.9,20.4
JLP,9/25/2025,GASTROENTEROLOGY,1.2,NA
JLP,9/25/2025,MENTAL HEALTH GROUP,2.3,NA
JLP,9/25/2025,MENTAL HEALTH INDIVIDUAL,15.5,1.2
JLP,9/25/2025,NEUROLOGY,19.3,67.6
JLP,9/25/2025,ONCOLOGY,5,20.6
JLP,9/25/2025,OPHTHALMOLOGY,19.7,77.5
JLP,9/25/2025,OPTOMETRY,65.9,154.9
JLP,9/25/2025,ORTHOPEDICS,15.3,48.7
JLP,9/25/2025,PAIN MEDICINE,19.8,41.9
JLP,9/25/2025,PODIATRY,17.1,65.4
JLP,9/25/2025,PRIMARY CARE,12.6,62
JLP,9/25/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,5.2,22.3
JLP,9/25/2025,PULMONOLOGY,13.8,32.6
JLP,9/25/2025,SLEEP MEDICINE,116.5,381
JLP,9/25/2025,SUBSTANCE USE DISORDER GROUP,0.1,NA
JLP,9/25/2025,SUBSTANCE USE DISORDER INDIVIDUAL,3,7.1
JLP,9/25/2025,UROLOGY,9.9,43.9
TR,9/25/2025,AUDIOLOGY,4.2,10.4
TR,9/25/2025,CARDIOLOGY,12.9,13.9
TR,9/25/2025,DENTAL,18,37.6
TR,9/25/2025,DERMATOLOGY,4.9,35.7
TR,9/25/2025,ENDOCRINOLOGY,9.2,41
TR,9/25/2025,GASTROENTEROLOGY,18.7,67.4
TR,9/25/2025,MENTAL HEALTH GROUP,3.4,77.8
TR,9/25/2025,MENTAL HEALTH INDIVIDUAL,8.8,28.7
TR,9/25/2025,NEUROLOGY,16.6,83.4
TR,9/25/2025,OB/GYN,5.3,28.5
TR,9/25/2025,OCCUPATIONAL THERAPY,16.8,46.1
TR,9/25/2025,ONCOLOGY,9.6,27.5
TR,9/25/2025,OPHTHALMOLOGY,5.3,14.1
TR,9/25/2025,OPTOMETRY,3.4,38.8
TR,9/25/2025,ORTHOPEDICS,2.6,14.5
TR,9/25/2025,PAIN MEDICINE,12.3,37.6
TR,9/25/2025,PHYSICAL THERAPY,14.3,50.5
TR,9/25/2025,PODIATRY,6.4,23.4
TR,9/25/2025,PRIMARY CARE,7.4,32.7
TR,9/25/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,13.4,55.5
TR,9/25/2025,PTSD SPECIFIC GROUP PROGRAMS,3.5,NA
TR,9/25/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,14.9,28.3
TR,9/25/2025,PULMONOLOGY,14.4,25.5
TR,9/25/2025,SLEEP MEDICINE,29.7,92.9
TR,9/25/2025,SUBSTANCE USE DISORDER GROUP,0.7,3
TR,9/25/2025,SUBSTANCE USE DISORDER INDIVIDUAL,8.2,26.5
TR,9/25/2025,UROLOGY,11.5,57.8
TR,9/25/2025,WOMEN'S HEALTH,2.3,24.5
JM,9/25/2025,AUDIOLOGY,23,34.6
JM,9/25/2025,CARDIOLOGY,9.5,41.4
JM,9/25/2025,DENTAL,9.8,86.9
JM,9/25/2025,DERMATOLOGY,12.1,46.4
JM,9/25/2025,ENDOCRINOLOGY,18.9,61.8
JM,9/25/2025,GASTROENTEROLOGY,13.9,40.9
JM,9/25/2025,MENTAL HEALTH GROUP,13.7,68
JM,9/25/2025,MENTAL HEALTH INDIVIDUAL,14.8,30.2
JM,9/25/2025,NEUROLOGY,20.5,117.8
JM,9/25/2025,OB/GYN,2.4,27.5
JM,9/25/2025,OCCUPATIONAL THERAPY,14.6,42.3
JM,9/25/2025,ONCOLOGY,1.3,23.8
JM,9/25/2025,OPHTHALMOLOGY,26.2,112.8
JM,9/25/2025,OPTOMETRY,16,87
JM,9/25/2025,ORTHOPEDICS,9,31.4
JM,9/25/2025,PAIN MEDICINE,31.4,94.9
JM,9/25/2025,PHYSICAL THERAPY,31.1,76.2
JM,9/25/2025,PODIATRY,51.7,142.3
JM,9/25/2025,PRIMARY CARE,6.2,16.2
JM,9/25/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,7.8,18.2
JM,9/25/2025,PTSD SPECIFIC GROUP PROGRAMS,10.9,NA
JM,9/25/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,11.1,121
JM,9/25/2025,PULMONOLOGY,31.2,77.9
JM,9/25/2025,SLEEP MEDICINE,9.7,42.7
JM,9/25/2025,SUBSTANCE USE DISORDER GROUP,1,NA
JM,9/25/2025,SUBSTANCE USE DISORDER INDIVIDUAL,9.2,11.4
JM,9/25/2025,UROLOGY,13.8,62.4
SF,9/28/2025,AUDIOLOGY,4.5,24.6
SF,9/28/2025,CARDIOLOGY,14,27.2
SF,9/28/2025,DENTAL,11.4,76.4
SF,9/28/2025,DERMATOLOGY,8.2,37.9
SF,9/28/2025,ENDOCRINOLOGY,12.2,42.6
SF,9/28/2025,GASTROENTEROLOGY,7.5,32.1
SF,9/28/2025,MENTAL HEALTH GROUP,3.5,13
SF,9/28/2025,MENTAL HEALTH INDIVIDUAL,6.6,49.9
SF,9/28/2025,NEUROLOGY,9.8,30.9
SF,9/28/2025,OB/GYN,30.1,54.9
SF,9/28/2025,OCCUPATIONAL THERAPY,3.3,14.6
SF,9/28/2025,ONCOLOGY,2.1,23.2
SF,9/28/2025,OPHTHALMOLOGY,13.3,45
SF,9/28/2025,OPTOMETRY,15.6,42.5
SF,9/28/2025,ORTHOPEDICS,17.7,34.4
SF,9/28/2025,PAIN MEDICINE,12,21.5
SF,9/28/2025,PHYSICAL THERAPY,8.6,41.6
SF,9/28/2025,PODIATRY,7.1,49.5
SF,9/28/2025,PRIMARY CARE,8.2,19.4
SF,9/28/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,2.1,6
SF,9/28/2025,PTSD SPECIFIC GROUP PROGRAMS,4.6,NA
SF,9/28/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,11.8,NA
SF,9/28/2025,PULMONOLOGY,36.8,36.8
SF,9/28/2025,SLEEP MEDICINE,31.1,38.2
SF,9/28/2025,SUBSTANCE USE DISORDER GROUP,0.2,NA
SF,9/28/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.8,20.8
SF,9/28/2025,UROLOGY,7.4,22.1
SF,9/28/2025,WOMEN'S HEALTH,2.1,6.6
WLA,9/28/2025,AUDIOLOGY,20.7,47
WLA,9/28/2025,CARDIOLOGY,15.5,23.5
WLA,9/28/2025,DENTAL,2.2,15
WLA,9/28/2025,DERMATOLOGY,15.1,42
WLA,9/28/2025,ENDOCRINOLOGY,16.5,41.9
WLA,9/28/2025,GASTROENTEROLOGY,18.7,56.6
WLA,9/28/2025,MENTAL HEALTH GROUP,9.2,40.3
WLA,9/28/2025,MENTAL HEALTH INDIVIDUAL,12.2,62.2
WLA,9/28/2025,NEUROLOGY,26,81.3
WLA,9/28/2025,OB/GYN,23,59.3
WLA,9/28/2025,OCCUPATIONAL THERAPY,15.4,20.8
WLA,9/28/2025,ONCOLOGY,8.1,18.1
WLA,9/28/2025,OPHTHALMOLOGY,12.9,42.2
WLA,9/28/2025,OPTOMETRY,27.5,45.7
WLA,9/28/2025,ORTHOPEDICS,6.8,80.7
WLA,9/28/2025,PAIN MEDICINE,14.7,58.2
WLA,9/28/2025,PHYSICAL THERAPY,12.6,31.8
WLA,9/28/2025,PODIATRY,5.6,34.8
WLA,9/28/2025,PRIMARY CARE,7.5,24.8
WLA,9/28/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,12.1,111.1
WLA,9/28/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,7,0
WLA,9/28/2025,PULMONOLOGY,16.1,49.6
WLA,9/28/2025,SLEEP MEDICINE,53.7,92.4
WLA,9/28/2025,SUBSTANCE USE DISORDER GROUP,0.2,NA
WLA,9/28/2025,SUBSTANCE USE DISORDER INDIVIDUAL,33.3,64.2
WLA,9/28/2025,UROLOGY,10.2,45.8
WLA,9/28/2025,WOMEN'S HEALTH,10.5,38.1
JLP,9/28/2025,AUDIOLOGY,9,24.8
JLP,9/28/2025,CARDIOLOGY,12,42.5
JLP,9/28/2025,DERMATOLOGY,12.4,25.2
JLP,9/28/2025,GASTROENTEROLOGY,4.4,8.7
JLP,9/28/2025,MENTAL HEALTH GROUP,2.3,NA
JLP,9/28/2025,MENTAL HEALTH INDIVIDUAL,15.5,1
JLP,9/28/2025,NEUROLOGY,18,67.2
JLP,9/28/2025,ONCOLOGY,5.6,22
JLP,9/28/2025,OPHTHALMOLOGY,19.3,75.2
JLP,9/28/2025,OPTOMETRY,59.8,153.7
JLP,9/28/2025,ORTHOPEDICS,16.1,50
JLP,9/28/2025,PAIN MEDICINE,20.2,40.9
JLP,9/28/2025,PODIATRY,17,66.3
JLP,9/28/2025,PRIMARY CARE,13.1,110
JLP,9/28/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,3.7,18.2
JLP,9/28/2025,PULMONOLOGY,12.8,31.2
JLP,9/28/2025,SLEEP MEDICINE,100,352.8
JLP,9/28/2025,SUBSTANCE USE DISORDER GROUP,0.2,NA
JLP,9/28/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.9,7.9
JLP,9/28/2025,UROLOGY,9.7,44.3
TR,9/28/2025,AUDIOLOGY,4.3,11.1
TR,9/28/2025,CARDIOLOGY,13.5,13.5
TR,9/28/2025,DENTAL,18.2,35.3
TR,9/28/2025,DERMATOLOGY,4.9,35.4
TR,9/28/2025,ENDOCRINOLOGY,9.3,40.1
TR,9/28/2025,GASTROENTEROLOGY,19.3,69.9
TR,9/28/2025,MENTAL HEALTH GROUP,4.8,71.1
TR,9/28/2025,MENTAL HEALTH INDIVIDUAL,8.8,29
TR,9/28/2025,NEUROLOGY,17.7,84.6
TR,9/28/2025,OB/GYN,5.1,27.8
TR,9/28/2025,OCCUPATIONAL THERAPY,13.3,42.9
TR,9/28/2025,ONCOLOGY,9.3,29.1
TR,9/28/2025,OPHTHALMOLOGY,5.5,13.4
TR,9/28/2025,OPTOMETRY,3.4,33.4
TR,9/28/2025,ORTHOPEDICS,2.7,13.6
TR,9/28/2025,PAIN MEDICINE,11.6,35.4
TR,9/28/2025,PHYSICAL THERAPY,13.6,48.4
TR,9/28/2025,PODIATRY,6.3,23
TR,9/28/2025,PRIMARY CARE,7.1,33.6
TR,9/28/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,15,58.6
TR,9/28/2025,PTSD SPECIFIC GROUP PROGRAMS,3.5,NA
TR,9/28/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,15,41
TR,9/28/2025,PULMONOLOGY,14.8,28.2
TR,9/28/2025,SLEEP MEDICINE,30.6,90.9
TR,9/28/2025,SUBSTANCE USE DISORDER GROUP,0.7,3
TR,9/28/2025,SUBSTANCE USE DISORDER INDIVIDUAL,7.9,26.3
TR,9/28/2025,UROLOGY,11.8,56.3
TR,9/28/2025,WOMEN'S HEALTH,2.4,21.3
JM,9/28/2025,AUDIOLOGY,20.7,37
JM,9/28/2025,CARDIOLOGY,10.1,42.3
JM,9/28/2025,DENTAL,9.4,86.6
JM,9/28/2025,DERMATOLOGY,12.8,44.3
JM,9/28/2025,ENDOCRINOLOGY,18.7,65.6
JM,9/28/2025,GASTROENTEROLOGY,13.5,40
JM,9/28/2025,MENTAL HEALTH GROUP,13.1,68
JM,9/28/2025,MENTAL HEALTH INDIVIDUAL,13.5,28.5
JM,9/28/2025,NEUROLOGY,18.4,115.1
JM,9/28/2025,OB/GYN,2.3,23.6
JM,9/28/2025,OCCUPATIONAL THERAPY,13.3,43.5
JM,9/28/2025,ONCOLOGY,1.2,24.9
JM,9/28/2025,OPHTHALMOLOGY,27,106
JM,9/28/2025,OPTOMETRY,14.4,90.4
JM,9/28/2025,ORTHOPEDICS,8.4,30.7
JM,9/28/2025,PAIN MEDICINE,31.6,94.4
JM,9/28/2025,PHYSICAL THERAPY,29.1,78.4
JM,9/28/2025,PODIATRY,45.4,140.1
JM,9/28/2025,PRIMARY CARE,6.5,17.2
JM,9/28/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,6,14.6
JM,9/28/2025,PTSD SPECIFIC GROUP PROGRAMS,11.5,NA
JM,9/28/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,10.6,155.7
JM,9/28/2025,PULMONOLOGY,29.7,56.8
JM,9/28/2025,SLEEP MEDICINE,9.9,40.9
JM,9/28/2025,SUBSTANCE USE DISORDER GROUP,0.8,NA
JM,9/28/2025,SUBSTANCE USE DISORDER INDIVIDUAL,8,11.4
JM,9/28/2025,UROLOGY,12.9,58.1
SF,9/29/2025,DENTAL,11.4,78.9
SF,9/29/2025,DERMATOLOGY,7.9,36.5
SF,9/29/2025,ENDOCRINOLOGY,11.8,42.3
SF,9/29/2025,GASTROENTEROLOGY,6,31.8
SF,9/29/2025,MENTAL HEALTH GROUP,3.5,13
SF,9/29/2025,MENTAL HEALTH INDIVIDUAL,6.5,49.8
SF,9/29/2025,NEUROLOGY,9.5,30.2
SF,9/29/2025,OB/GYN,32.7,58.3
SF,9/29/2025,OCCUPATIONAL THERAPY,3.4,15.4
SF,9/29/2025,ONCOLOGY,2.2,23.5
SF,9/29/2025,OPHTHALMOLOGY,13.6,45
SF,9/29/2025,OPTOMETRY,16.3,44.9
SF,9/29/2025,ORTHOPEDICS,18.7,34.4
SF,9/29/2025,PAIN MEDICINE,12.5,26.9
SF,9/29/2025,PHYSICAL THERAPY,8.7,40.2
SF,9/29/2025,PODIATRY,7.7,45.8
SF,9/29/2025,PRIMARY CARE,8.4,18.9
SF,9/29/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,2.2,5.7
SF,9/29/2025,PTSD SPECIFIC GROUP PROGRAMS,4.7,NA
SF,9/29/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,11,NA
SF,9/29/2025,PULMONOLOGY,40.9,37.6
SF,9/29/2025,SLEEP MEDICINE,31.7,38.8
SF,9/29/2025,SUBSTANCE USE DISORDER GROUP,0.2,NA
SF,9/29/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.9,25.3
SF,9/29/2025,UROLOGY,7,22.4
SF,9/29/2025,WOMEN'S HEALTH,2.1,6.7
WLA,9/29/2025,AUDIOLOGY,20.9,46.7
WLA,9/29/2025,CARDIOLOGY,15.3,23.4
WLA,9/29/2025,DENTAL,2,14.5
WLA,9/29/2025,DERMATOLOGY,15.3,42.6
WLA,9/29/2025,ENDOCRINOLOGY,16.4,44.3
WLA,9/29/2025,GASTROENTEROLOGY,19.5,59.3
WLA,9/29/2025,MENTAL HEALTH GROUP,9,40.3
WLA,9/29/2025,MENTAL HEALTH INDIVIDUAL,12.7,62.6
WLA,9/29/2025,NEUROLOGY,25.8,83.1
WLA,9/29/2025,OB/GYN,23.4,61
WLA,9/29/2025,OCCUPATIONAL THERAPY,14.7,21.1
WLA,9/29/2025,ONCOLOGY,8.4,16.7
WLA,9/29/2025,OPHTHALMOLOGY,14.3,41.6
