clinic,date,type,wait_established,wait_new
TEC,9/22/2025,ENDOCRINOLOGY,10.2,53.6
TEC,9/22/2025,GASTROENTEROLOGY,2.2,22.6
TEC,9/22/2025,MENTAL HEALTH GROUP,0,1
TEC,9/22/2025,MENTAL HEALTH INDIVIDUAL,9.4,0.8
TEC,9/22/2025,OB/GYN,3.4,27.5
TEC,9/22/2025,OCCUPATIONAL THERAPY,11,32.1
TEC,9/22/2025,ONCOLOGY,1.9,26.9
TEC,9/22/2025,OPHTHALMOLOGY,0.1,NA
TEC,9/22/2025,OPTOMETRY,4.6,37.1
TEC,9/22/2025,ORTHOPEDICS,1.3,20.3
TEC,9/22/2025,PAIN MEDICINE,11.4,58.3
TEC,9/22/2025,PHYSICAL THERAPY,3.2,23.6
TEC,9/22/2025,PODIATRY,2.4,28.8
TEC,9/22/2025,PRIMARY CARE,1.4,12.8
TEC,9/22/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,1.2,0.6
TEC,9/22/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,7.1,NA
TEC,9/22/2025,PULMONOLOGY,14,53.7
TEC,9/22/2025,SLEEP MEDICINE,6.5,20.1
TEC,9/22/2025,SUBSTANCE USE DISORDER GROUP,0,NA
TEC,9/22/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.2,NA
TEC,9/22/2025,UROLOGY,2,28.9
TEC,9/22/2025,WOMEN'S HEALTH,1,4.4
DAL,9/23/2025,AUDIOLOGY,0.6,10
DAL,9/23/2025,CARDIOLOGY,11.6,29.6
DAL,9/23/2025,DENTAL,11,35.1
DAL,9/23/2025,ENDOCRINOLOGY,13.6,60.9
DAL,9/23/2025,GASTROENTEROLOGY,11.3,33
DAL,9/23/2025,MENTAL HEALTH GROUP,0.7,NA
DAL,9/23/2025,MENTAL HEALTH INDIVIDUAL,5.3,20
DAL,9/23/2025,NEUROLOGY,31.6,149
DAL,9/23/2025,OB/GYN,14,56.8
DAL,9/23/2025,OCCUPATIONAL THERAPY,9.3,21.8
DAL,9/23/2025,ONCOLOGY,3.1,26.3
DAL,9/23/2025,OPHTHALMOLOGY,8.9,39.5
DAL,9/23/2025,OPTOMETRY,25.8,93
DAL,9/23/2025,ORTHOPEDICS,12.3,30.9
DAL,9/23/2025,PAIN MEDICINE,7.2,38.8
DAL,9/23/2025,PHYSICAL THERAPY,23.5,44.2
DAL,9/23/2025,PODIATRY,21,46.4
DAL,9/23/2025,PRIMARY CARE,5.4,26
DAL,9/23/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,7.7,23.3
DAL,9/23/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,10,NA
DAL,9/23/2025,PULMONOLOGY,9.3,33.3
DAL,9/23/2025,SLEEP MEDICINE,8.2,40.1
DAL,9/23/2025,SUBSTANCE USE DISORDER GROUP,0,NA
DAL,9/23/2025,SUBSTANCE USE DISORDER INDIVIDUAL,3.9,63
DAL,9/23/2025,UROLOGY,16,65.1
OET,9/23/2025,AUDIOLOGY,25.8,88.3
OET,9/23/2025,CARDIOLOGY,16.6,61.4
OET,9/23/2025,DENTAL,30.5,100.9
OET,9/23/2025,DERMATOLOGY,25.9,66
OET,9/23/2025,ENDOCRINOLOGY,5,14.6
OET,9/23/2025,GASTROENTEROLOGY,32.2,117.2
OET,9/23/2025,MENTAL HEALTH GROUP,1.5,11.7
OET,9/23/2025,MENTAL HEALTH INDIVIDUAL,27.1,25.8
OET,9/23/2025,NEUROLOGY,12.1,87.1
OET,9/23/2025,OB/GYN,11.8,76.9
OET,9/23/2025,OCCUPATIONAL THERAPY,40.8,41.8
OET,9/23/2025,ONCOLOGY,2.3,63.8
OET,9/23/2025,OPHTHALMOLOGY,13.6,61.6
OET,9/23/2025,OPTOMETRY,19.5,87.1
OET,9/23/2025,ORTHOPEDICS,9,34.8
OET,9/23/2025,PAIN MEDICINE,24.7,44.4
OET,9/23/2025,PHYSICAL THERAPY,12.9,40.4
OET,9/23/2025,PODIATRY,21.5,80.1
OET,9/23/2025,PRIMARY CARE,12.6,58.2
OET,9/23/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,8,25.4
OET,9/23/2025,PTSD SPECIFIC GROUP PROGRAMS,0.3,NA
OET,9/23/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,10.6,NA
OET,9/23/2025,PULMONOLOGY,36,109.8
OET,9/23/2025,SLEEP MEDICINE,9.5,138.4
OET,9/23/2025,SUBSTANCE USE DISORDER GROUP,3.5,NA
OET,9/23/2025,SUBSTANCE USE DISORDER INDIVIDUAL,6.4,38.7
OET,9/23/2025,UROLOGY,9.7,124.8
ALM,9/23/2025,AUDIOLOGY,18.3,97
ALM,9/23/2025,CARDIOLOGY,12.2,32.4
ALM,9/23/2025,DENTAL,10.1,45.4
ALM,9/23/2025,DERMATOLOGY,13.4,52.7
ALM,9/23/2025,ENDOCRINOLOGY,5.6,31.7
ALM,9/23/2025,GASTROENTEROLOGY,25.1,178.4
ALM,9/23/2025,MENTAL HEALTH GROUP,4.8,NA
ALM,9/23/2025,MENTAL HEALTH INDIVIDUAL,6.1,40.1
ALM,9/23/2025,NEUROLOGY,25.4,137.7
ALM,9/23/2025,OB/GYN,11.4,75.5
ALM,9/23/2025,OCCUPATIONAL THERAPY,21.1,52.2
ALM,9/23/2025,ONCOLOGY,3.6,61.2
ALM,9/23/2025,ORTHOPEDICS,8.6,32.2
ALM,9/23/2025,PAIN MEDICINE,23.1,47.5
ALM,9/23/2025,PHYSICAL THERAPY,36.6,66
ALM,9/23/2025,PRIMARY CARE,7.1,33.2
ALM,9/23/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,6.9,18.4
ALM,9/23/2025,PULMONOLOGY,16.2,60.6
ALM,9/23/2025,SLEEP MEDICINE,6.2,48.9
ALM,9/23/2025,SUBSTANCE USE DISORDER INDIVIDUAL,8.4,NA
ALM,9/23/2025,UROLOGY,14.4,58.6
ALM,9/23/2025,WOMEN'S HEALTH,3,16
MEDB,9/23/2025,AUDIOLOGY,5.2,69.1
MEDB,9/23/2025,CARDIOLOGY,8.9,27.8
MEDB,9/23/2025,DENTAL,3.3,60.2
MEDB,9/23/2025,DERMATOLOGY,2.3,31.6
MEDB,9/23/2025,ENDOCRINOLOGY,14.3,68.2
MEDB,9/23/2025,GASTROENTEROLOGY,35,59.9
MEDB,9/23/2025,MENTAL HEALTH GROUP,4.7,NA
MEDB,9/23/2025,MENTAL HEALTH INDIVIDUAL,10.5,41.8
MEDB,9/23/2025,NEUROLOGY,7.4,37.4
MEDB,9/23/2025,OB/GYN,6.4,70.5
MEDB,9/23/2025,OCCUPATIONAL THERAPY,8.4,33.7
MEDB,9/23/2025,ONCOLOGY,3.6,68.4
MEDB,9/23/2025,OPHTHALMOLOGY,1.2,13.1
MEDB,9/23/2025,OPTOMETRY,1.5,38.1
MEDB,9/23/2025,ORTHOPEDICS,2.5,15.1
MEDB,9/23/2025,PAIN MEDICINE,2.8,22.1
MEDB,9/23/2025,PHYSICAL THERAPY,8.9,44.3
MEDB,9/23/2025,PODIATRY,2.4,29
MEDB,9/23/2025,PRIMARY CARE,2.9,29.2
MEDB,9/23/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,10.3,38
MEDB,9/23/2025,PTSD SPECIFIC GROUP PROGRAMS,0,NA
MEDB,9/23/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,19.4,NA
MEDB,9/23/2025,PULMONOLOGY,16.4,36.7
MEDB,9/23/2025,SLEEP MEDICINE,45.3,110.7
MEDB,9/23/2025,SUBSTANCE USE DISORDER GROUP,0,NA
MEDB,9/23/2025,SUBSTANCE USE DISORDER INDIVIDUAL,1.9,14
MEDB,9/23/2025,UROLOGY,5.6,79.9
MEDB,9/23/2025,WOMEN'S HEALTH,4.2,22.9
TEC,9/23/2025,AUDIOLOGY,3,22.5
TEC,9/23/2025,CARDIOLOGY,3.9,16.9
TEC,9/23/2025,DENTAL,2.1,33
TEC,9/23/2025,DERMATOLOGY,10.3,88.1
TEC,9/23/2025,ENDOCRINOLOGY,10.5,53.6
TEC,9/23/2025,GASTROENTEROLOGY,2.3,22.6
TEC,9/23/2025,MENTAL HEALTH GROUP,0,1
TEC,9/23/2025,MENTAL HEALTH INDIVIDUAL,9.4,0.8
TEC,9/23/2025,OB/GYN,3.4,27.5
TEC,9/23/2025,OCCUPATIONAL THERAPY,11.7,33.5
TEC,9/23/2025,ONCOLOGY,2,25.9
TEC,9/23/2025,OPHTHALMOLOGY,0.1,NA
TEC,9/23/2025,OPTOMETRY,4.7,37.2
TEC,9/23/2025,ORTHOPEDICS,1.3,20
TEC,9/23/2025,PAIN MEDICINE,11.2,60.3
TEC,9/23/2025,PHYSICAL THERAPY,3.1,23.9
TEC,9/23/2025,PODIATRY,2.4,28.7
TEC,9/23/2025,PRIMARY CARE,1.4,11.7
TEC,9/23/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,1.1,0.4
TEC,9/23/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,6.3,NA
TEC,9/23/2025,PULMONOLOGY,14.6,53.7
TEC,9/23/2025,SLEEP MEDICINE,6.6,18
TEC,9/23/2025,SUBSTANCE USE DISORDER GROUP,0,NA
TEC,9/23/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.4,NA
TEC,9/23/2025,UROLOGY,2,28.9
TEC,9/23/2025,WOMEN'S HEALTH,1.2,4.5
DAL,9/25/2025,AUDIOLOGY,0.6,9.3
DAL,9/25/2025,CARDIOLOGY,11.3,29
DAL,9/25/2025,DENTAL,10.8,30.6
DAL,9/25/2025,ENDOCRINOLOGY,14,64.6
DAL,9/25/2025,GASTROENTEROLOGY,11.8,34.1
DAL,9/25/2025,MENTAL HEALTH GROUP,0.7,NA
DAL,9/25/2025,MENTAL HEALTH INDIVIDUAL,5.4,17.9
DAL,9/25/2025,NEUROLOGY,32.5,146.3
DAL,9/25/2025,OB/GYN,15.5,56.7
DAL,9/25/2025,OCCUPATIONAL THERAPY,9.4,21.2
DAL,9/25/2025,ONCOLOGY,3.2,26.1
DAL,9/25/2025,OPHTHALMOLOGY,8.3,38.1
DAL,9/25/2025,OPTOMETRY,24.9,93.1
DAL,9/25/2025,ORTHOPEDICS,12.3,30
DAL,9/25/2025,PAIN MEDICINE,7,38.4
DAL,9/25/2025,PHYSICAL THERAPY,23.1,43.2
DAL,9/25/2025,PODIATRY,20.6,47.2
DAL,9/25/2025,PRIMARY CARE,5.2,26.2
DAL,9/25/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,7.4,23
DAL,9/25/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,10.4,NA
DAL,9/25/2025,PULMONOLOGY,10.5,29.6
DAL,9/25/2025,SLEEP MEDICINE,8.4,40.4
DAL,9/25/2025,SUBSTANCE USE DISORDER GROUP,0,NA
DAL,9/25/2025,SUBSTANCE USE DISORDER INDIVIDUAL,5.2,63
OET,9/25/2025,AUDIOLOGY,26.2,88.3
OET,9/25/2025,CARDIOLOGY,18.4,63.4
OET,9/25/2025,DENTAL,31,99.3
OET,9/25/2025,DERMATOLOGY,23.6,64.7
OET,9/25/2025,ENDOCRINOLOGY,4.9,14.3
OET,9/25/2025,GASTROENTEROLOGY,31.5,115.3
OET,9/25/2025,MENTAL HEALTH GROUP,1.5,11.7
OET,9/25/2025,MENTAL HEALTH INDIVIDUAL,27.4,25.5
OET,9/25/2025,NEUROLOGY,13.2,92.2
OET,9/25/2025,OB/GYN,12.5,75
OET,9/25/2025,OCCUPATIONAL THERAPY,40.3,42.5
OET,9/25/2025,ONCOLOGY,2.3,63.1
OET,9/25/2025,OPHTHALMOLOGY,14.6,61.6
OET,9/25/2025,OPTOMETRY,19.7,85.6
OET,9/25/2025,ORTHOPEDICS,8.7,35.7
OET,9/25/2025,PAIN MEDICINE,24,45.4
OET,9/25/2025,PHYSICAL THERAPY,12.8,42.1
OET,9/25/2025,PODIATRY,20.7,80.9
OET,9/25/2025,PRIMARY CARE,12.7,58.7
OET,9/25/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,7.6,23.4
OET,9/25/2025,PTSD SPECIFIC GROUP PROGRAMS,0.5,NA
OET,9/25/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,10,NA
OET,9/25/2025,PULMONOLOGY,38.4,115.6
OET,9/25/2025,SLEEP MEDICINE,9.7,138
OET,9/25/2025,SUBSTANCE USE DISORDER GROUP,4,NA
OET,9/25/2025,SUBSTANCE USE DISORDER INDIVIDUAL,6.2,38.7
OET,9/25/2025,UROLOGY,10.1,126.3
OET,9/25/2025,WOMEN'S HEALTH,17.1,60.2
ALM,9/25/2025,AUDIOLOGY,18.7,97.5
ALM,9/25/2025,CARDIOLOGY,12.3,32.3
ALM,9/25/2025,DENTAL,10.7,47.6
ALM,9/25/2025,DERMATOLOGY,13.2,53.7
ALM,9/25/2025,ENDOCRINOLOGY,5.2,31.2
ALM,9/25/2025,GASTROENTEROLOGY,26.1,180.2
ALM,9/25/2025,MENTAL HEALTH GROUP,4.5,NA
ALM,9/25/2025,MENTAL HEALTH INDIVIDUAL,6.2,38.5
ALM,9/25/2025,NEUROLOGY,25.4,138.4
ALM,9/25/2025,OB/GYN,11.4,75.5
ALM,9/25/2025,OCCUPATIONAL THERAPY,20.8,52.2
ALM,9/25/2025,ONCOLOGY,3.9,60.4
ALM,9/25/2025,ORTHOPEDICS,9,32.7
ALM,9/25/2025,PAIN MEDICINE,22.7,49.5
ALM,9/25/2025,PHYSICAL THERAPY,36.5,64.8
ALM,9/25/2025,PRIMARY CARE,7.2,33.3
ALM,9/25/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,7,18.3
ALM,9/25/2025,PULMONOLOGY,16.6,57.9
ALM,9/25/2025,SLEEP MEDICINE,6.4,48.4
ALM,9/25/2025,SUBSTANCE USE DISORDER INDIVIDUAL,8.3,NA
ALM,9/25/2025,UROLOGY,14.8,57.9
ALM,9/25/2025,WOMEN'S HEALTH,2.8,15.7
MEDB,9/25/2025,AUDIOLOGY,4.9,70.8
MEDB,9/25/2025,CARDIOLOGY,8.6,29.2
MEDB,9/25/2025,DENTAL,3.2,61
MEDB,9/25/2025,DERMATOLOGY,2.3,31.7
MEDB,9/25/2025,ENDOCRINOLOGY,14.5,65.3
MEDB,9/25/2025,GASTROENTEROLOGY,34.3,58
MEDB,9/25/2025,MENTAL HEALTH GROUP,5.5,NA
MEDB,9/25/2025,MENTAL HEALTH INDIVIDUAL,9.8,39.1
MEDB,9/25/2025,NEUROLOGY,7.3,36.5
MEDB,9/25/2025,OB/GYN,6.2,69.7
MEDB,9/25/2025,OCCUPATIONAL THERAPY,8.6,33
MEDB,9/25/2025,ONCOLOGY,3.6,67.4
MEDB,9/25/2025,OPHTHALMOLOGY,1.3,12.4
MEDB,9/25/2025,OPTOMETRY,1.5,36.6
MEDB,9/25/2025,ORTHOPEDICS,2.2,13.8
MEDB,9/25/2025,PAIN MEDICINE,2.4,21.3
MEDB,9/25/2025,PHYSICAL THERAPY,9,45.4
MEDB,9/25/2025,PODIATRY,2.4,28.6
MEDB,9/25/2025,PRIMARY CARE,2.9,28.7
MEDB,9/25/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,10.6,39.3
MEDB,9/25/2025,PTSD SPECIFIC GROUP PROGRAMS,0,NA
MEDB,9/25/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,20.2,NA
MEDB,9/25/2025,PULMONOLOGY,15.7,36.6
MEDB,9/25/2025,SLEEP MEDICINE,45.6,110.1
MEDB,9/25/2025,SUBSTANCE USE DISORDER GROUP,0,NA
MEDB,9/25/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2,14
MEDB,9/25/2025,UROLOGY,5.9,80.6
MEDB,9/25/2025,WOMEN'S HEALTH,4.3,22.9
TEC,9/25/2025,AUDIOLOGY,2.8,21.8
TEC,9/25/2025,CARDIOLOGY,4,17.1
TEC,9/25/2025,DENTAL,2.2,29.9
TEC,9/25/2025,DERMATOLOGY,9.8,91.4
TEC,9/25/2025,ENDOCRINOLOGY,9,55.6
TEC,9/25/2025,GASTROENTEROLOGY,2.3,22.6
TEC,9/25/2025,MENTAL HEALTH GROUP,0,1
TEC,9/25/2025,MENTAL HEALTH INDIVIDUAL,9.5,0.8
TEC,9/25/2025,OB/GYN,3.4,25.3
TEC,9/25/2025,OCCUPATIONAL THERAPY,12,28.3
TEC,9/25/2025,ONCOLOGY,1.9,25.5
TEC,9/25/2025,OPHTHALMOLOGY,0.1,NA
TEC,9/25/2025,OPTOMETRY,4.6,34
TEC,9/25/2025,ORTHOPEDICS,1.3,19.6
TEC,9/25/2025,PAIN MEDICINE,11.1,56.7
TEC,9/25/2025,PHYSICAL THERAPY,2.7,23
TEC,9/25/2025,PODIATRY,2.4,28.3
TEC,9/25/2025,PRIMARY CARE,1.4,11.6
TEC,9/25/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,1.1,0.4
TEC,9/25/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,3.3,NA
TEC,9/25/2025,PULMONOLOGY,14.9,63.4
TEC,9/25/2025,SLEEP MEDICINE,6.8,19
TEC,9/25/2025,SUBSTANCE USE DISORDER GROUP,0,NA
TEC,9/25/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.2,8
TEC,9/25/2025,UROLOGY,1.8,29.8
TEC,9/25/2025,WOMEN'S HEALTH,1,4.5
DAL,9/28/2025,AUDIOLOGY,0.6,9.9
DAL,9/28/2025,CARDIOLOGY,10.7,30.1
DAL,9/28/2025,DENTAL,10.5,30.4
DAL,9/28/2025,ENDOCRINOLOGY,12.4,61.2
DAL,9/28/2025,GASTROENTEROLOGY,11.3,32.7
DAL,9/28/2025,MENTAL HEALTH GROUP,0.6,NA
DAL,9/28/2025,MENTAL HEALTH INDIVIDUAL,5.7,20.1
DAL,9/28/2025,NEUROLOGY,32.3,145.8
DAL,9/28/2025,OB/GYN,16,57.3
DAL,9/28/2025,OCCUPATIONAL THERAPY,9.8,22
DAL,9/28/2025,ONCOLOGY,2.9,26.7
DAL,9/28/2025,OPHTHALMOLOGY,8.4,37
DAL,9/28/2025,OPTOMETRY,23.1,88.7
DAL,9/28/2025,ORTHOPEDICS,11.1,30.9
DAL,9/28/2025,PAIN MEDICINE,6.7,36.2
DAL,9/28/2025,PHYSICAL THERAPY,22.3,42.3
DAL,9/28/2025,PODIATRY,20.8,50
DAL,9/28/2025,PRIMARY CARE,5.3,26.2
DAL,9/28/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,7.3,23.9
DAL,9/28/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,11,NA
DAL,9/28/2025,PULMONOLOGY,9.3,21.3
DAL,9/28/2025,SLEEP MEDICINE,8.9,38.7
DAL,9/28/2025,SUBSTANCE USE DISORDER GROUP,0,NA
DAL,9/28/2025,SUBSTANCE USE DISORDER INDIVIDUAL,5.2,63
DAL,9/28/2025,UROLOGY,17.2,67.3
OET,9/28/2025,AUDIOLOGY,26.9,88.2
OET,9/28/2025,CARDIOLOGY,17.6,59.6
OET,9/28/2025,DENTAL,32.2,106.9
OET,9/28/2025,DERMATOLOGY,24.7,69.3
OET,9/28/2025,ENDOCRINOLOGY,4.9,15.1
OET,9/28/2025,GASTROENTEROLOGY,27.3,107.7
OET,9/28/2025,MENTAL HEALTH GROUP,1.6,11
OET,9/28/2025,MENTAL HEALTH INDIVIDUAL,27.5,22.9
OET,9/28/2025,NEUROLOGY,13.2,92.9
OET,9/28/2025,OB/GYN,13.6,75
OET,9/28/2025,OCCUPATIONAL THERAPY,39.2,42.3
OET,9/28/2025,ONCOLOGY,2.1,55.9
OET,9/28/2025,OPHTHALMOLOGY,12.9,61.9
OET,9/28/2025,OPTOMETRY,19.9,84.9
OET,9/28/2025,ORTHOPEDICS,7.8,33.6
OET,9/28/2025,PAIN MEDICINE,23.2,45.6
OET,9/28/2025,PHYSICAL THERAPY,12.9,42.5
OET,9/28/2025,PODIATRY,21.3,79.2
OET,9/28/2025,PRIMARY CARE,12.5,58.7
OET,9/28/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,8.3,24.1
OET,9/28/2025,PTSD SPECIFIC GROUP PROGRAMS,5,NA
OET,9/28/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,9.8,NA
OET,9/28/2025,PULMONOLOGY,40.4,98.2
OET,9/28/2025,SLEEP MEDICINE,8.8,126.7
OET,9/28/2025,SUBSTANCE USE DISORDER GROUP,3.8,NA
OET,9/28/2025,SUBSTANCE USE DISORDER INDIVIDUAL,8.2,50.5
OET,9/28/2025,UROLOGY,12.6,133.6
OET,9/28/2025,WOMEN'S HEALTH,18.1,57.5
ALM,9/28/2025,AUDIOLOGY,15.2,97.8
ALM,9/28/2025,CARDIOLOGY,12.3,31.8
ALM,9/28/2025,DENTAL,9.2,44.4
ALM,9/28/2025,DERMATOLOGY,13,57.3
ALM,9/28/2025,ENDOCRINOLOGY,5.2,29.5
ALM,9/28/2025,GASTROENTEROLOGY,24.7,166
ALM,9/28/2025,MENTAL HEALTH GROUP,3.4,NA
ALM,9/28/2025,MENTAL HEALTH INDIVIDUAL,6,38.3
ALM,9/28/2025,NEUROLOGY,25.4,142.1
ALM,9/28/2025,OB/GYN,11.3,75.7
ALM,9/28/2025,OCCUPATIONAL THERAPY,20.8,52.8
ALM,9/28/2025,ONCOLOGY,4,59
ALM,9/28/2025,ORTHOPEDICS,9.4,35.4
ALM,9/28/2025,PAIN MEDICINE,22.3,47.9
ALM,9/28/2025,PHYSICAL THERAPY,36.4,64.5
ALM,9/28/2025,PRIMARY CARE,6.8,32.9
ALM,9/28/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,7,17.2
ALM,9/28/2025,PULMONOLOGY,16.5,52.2
ALM,9/28/2025,SLEEP MEDICINE,6.2,47.6
ALM,9/28/2025,SUBSTANCE USE DISORDER INDIVIDUAL,7.8,NA
ALM,9/28/2025,UROLOGY,15.5,57.1
ALM,9/28/2025,WOMEN'S HEALTH,3.7,14.4
MEDB,9/28/2025,AUDIOLOGY,4.9,69.4
MEDB,9/28/2025,CARDIOLOGY,8.2,27.2
MEDB,9/28/2025,DENTAL,3.4,60.7
MEDB,9/28/2025,DERMATOLOGY,2.8,31.3
MEDB,9/28/2025,ENDOCRINOLOGY,15,65
MEDB,9/28/2025,GASTROENTEROLOGY,32.3,54.6
MEDB,9/28/2025,MENTAL HEALTH GROUP,6,NA
MEDB,9/28/2025,MENTAL HEALTH INDIVIDUAL,10.4,42.4
MEDB,9/28/2025,NEUROLOGY,6.8,33.5
MEDB,9/28/2025,OB/GYN,7.4,72
MEDB,9/28/2025,OCCUPATIONAL THERAPY,9.3,35.1
MEDB,9/28/2025,ONCOLOGY,3.3,66.7
MEDB,9/28/2025,OPHTHALMOLOGY,1.3,12.9
MEDB,9/28/2025,OPTOMETRY,1.5,36.8
MEDB,9/28/2025,ORTHOPEDICS,2.3,14.5
MEDB,9/28/2025,PAIN MEDICINE,2.9,21.7
MEDB,9/28/2025,PHYSICAL THERAPY,9.4,45.4
MEDB,9/28/2025,PODIATRY,2.3,29.3
MEDB,9/28/2025,PRIMARY CARE,2.9,28.5
MEDB,9/28/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,10,39.4
MEDB,9/28/2025,PTSD SPECIFIC GROUP PROGRAMS,0,NA
MEDB,9/28/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,17.1,NA
MEDB,9/28/2025,PULMONOLOGY,15.5,35
MEDB,9/28/2025,SLEEP MEDICINE,42.7,105.2
MEDB,9/28/2025,SUBSTANCE USE DISORDER GROUP,0,NA
MEDB,9/28/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.3,14
MEDB,9/28/2025,UROLOGY,5.2,81.7
MEDB,9/28/2025,WOMEN'S HEALTH,4.1,22.9
TEC,9/28/2025,AUDIOLOGY,2.8,21.3
TEC,9/28/2025,CARDIOLOGY,4.1,15.4
TEC,9/28/2025,DENTAL,2.1,32.6
TEC,9/28/2025,DERMATOLOGY,10.7,100.6
TEC,9/28/2025,ENDOCRINOLOGY,7.6,55.6
TEC,9/28/2025,GASTROENTEROLOGY,2.6,22
TEC,9/28/2025,MENTAL HEALTH GROUP,0,1
TEC,9/28/2025,MENTAL HEALTH INDIVIDUAL,11.7,47.3
TEC,9/28/2025,OB/GYN,5,18
TEC,9/28/2025,OCCUPATIONAL THERAPY,11.4,29.2
TEC,9/28/2025,ONCOLOGY,2.2,28.8
TEC,9/28/2025,OPHTHALMOLOGY,0.1,NA
TEC,9/28/2025,OPTOMETRY,4.6,29.5
TEC,9/28/2025,ORTHOPEDICS,1.5,20.1
TEC,9/28/2025,PAIN MEDICINE,10.5,57.9
TEC,9/28/2025,PHYSICAL THERAPY,2.7,25.1
TEC,9/28/2025,PODIATRY,2.4,26.5
TEC,9/28/2025,PRIMARY CARE,1.4,11.4
TEC,9/28/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,1.1,0.3
TEC,9/28/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,3.3,NA
TEC,9/28/2025,PULMONOLOGY,13.9,43.1
TEC,9/28/2025,SLEEP MEDICINE,6.2,17.7
TEC,9/28/2025,SUBSTANCE USE DISORDER GROUP,0,NA
TEC,9/28/2025,SUBSTANCE USE DISORDER INDIVIDUAL,2.5,8
TEC,9/28/2025,UROLOGY,2.1,30.8
TEC,9/28/2025,WOMEN'S HEALTH,1.1,6.2
DAL,9/29/2025,AUDIOLOGY,0.7,10.2
DAL,9/29/2025,CARDIOLOGY,10.8,30.3
DAL,9/29/2025,DENTAL,11.5,31.2
DAL,9/29/2025,ENDOCRINOLOGY,11.7,61.1
DAL,9/29/2025,GASTROENTEROLOGY,11.2,33.6
DAL,9/29/2025,MENTAL HEALTH GROUP,0.4,NA
DAL,9/29/2025,MENTAL HEALTH INDIVIDUAL,6,20.1
DAL,9/29/2025,NEUROLOGY,31.6,143.4
DAL,9/29/2025,OB/GYN,15.4,54.4
DAL,9/29/2025,OCCUPATIONAL THERAPY,9.7,22.1
DAL,9/29/2025,ONCOLOGY,2.9,26.9
DAL,9/29/2025,OPHTHALMOLOGY,8.6,35.2
DAL,9/29/2025,OPTOMETRY,23,88.8
DAL,9/29/2025,ORTHOPEDICS,11.5,31
DAL,9/29/2025,PAIN MEDICINE,6.6,36.3
DAL,9/29/2025,PHYSICAL THERAPY,22.3,43.5
DAL,9/29/2025,PODIATRY,20.5,49.8
DAL,9/29/2025,PRIMARY CARE,5.4,26.1
DAL,9/29/2025,PRIMARY CARE MENTAL HEALTH INTEGRATED CARE,7.7,24.2
DAL,9/29/2025,PTSD SPECIFIC INDIVIDUAL PROGRAMS,10.9,NA
DAL,9/29/2025,PULMONOLOGY,11.4,21.2
DAL,9/29/2025,SLEEP MEDICINE,8.2,40.2
DAL,9/29/2025,SUBSTANCE USE DISORDER GROUP,0,NA
DAL,9/29/2025,SUBSTANCE USE DISORDER INDIVIDUAL,5.1,63
DAL,9/29/2025,UROLOGY,17.4,69.8
OET,9/29/2025,AUDIOLOGY,28.6,89.7
OET,9/29/2025,CARDIOLOGY,18.4,60
OET,9/29/2025,DENTAL,31.4,98.2
OET,9/29/2025,DERMATOLOGY,26.9,69.8
OET,9/29/2025,ENDOCRINOLOGY,4.8,15.8
OET,9/29/2025,GASTROENTEROLOGY,27.4,107.7
OET,9/29/2025,MENTAL HEALTH GROUP,1.8,11
OET,9/29/2025,MENTAL HEALTH INDIVIDUAL,27.7,22.5
OET,9/29/2025,NEUROLOGY,13.4,94.1
